og_representation,mapping,confusion,count
चन्द्रादेवी,Chandradevi,,9
चरनी,Charani,,9
चादनी,Chadni,,9
चायना,China,,9
चित्तौरिया,Chittauriya,,9
चित्रलेखा,Chitralekha,,9
चिरौजा,Chirauja,,9
चिरौंजी,Chiraunja,,9
चेतनदास,Chetan,,9
चौखेलाल,Chaukhelal,,9
चौध्ररी,Chaudhrari,,9
छज्जन,Chajjan,,9
छबिराम,Chabiram,,9
छल्लो,Challo,,9
छित्तर,Chittar,,9
जगतमोहन,Jagat mohan,,9
जगदीप,Jagdeep,,9
जगरानी,Jagrani,,9
जगवती,Jagvati,,9
जनका,Janka,,9
जनकी,Janki,,9
जनाब,Janab,,9
जमशेद,Jamshed,,9
जमुनी,Jamuni,,9
जम्मो,Jammo,,9
जयकुमारी,Jay kumari,,9
जसमत,Jasmat,,9
जहा,Jaha,,9
जहागीर,Jahagir,,9
जाहिर,Jahir,,9
जाेगेन्द्र,Jogendra,,9
जि,Ji,,9
जिज्ञासा,Jidnyasa,,9
जिबरान,Jibrab,,9
जीवनदत्त,Jeevan datt,,9
जुम्मन,Jumman,,9
जुम्मी,Jummi,,9
जैतुन,Jaitun,,9
जोगेंद्र,Jogendra,,9
जोजफ,Jojaf,,9
जोरावर,Joravar,,9
ज्योतीप्रसाद,Jyoti prasad,,9
टुक्की,Tukki,,9
टुन्डा,Tunda,,9
टेकवानी,Tekvani,,9
डार्विग,Darvig,,9
डि,D,,9
डौगर,Daugar,,9
तनू,Tanu,,9
तबस्‍सुम,Tabssum,,9
तमौरी,Tamauri,,9
तलत,Talat,,9
तलवानी,Talvani,,9
तारीक,Tarik,,9
तूलिका,Tulika,,9
तेजवती,Tejvati,,9
तोती,Toti,,9
तोफीक,Tofik,,9
तौसीफ,Tausif,,9
त्रिनेत्रा,Trinetra,,9
दयामन्ती,Dayamanti,,9
दयारानी,Dayarani,,9
दयालीराम,Dayaliram,,9
दरबारी,Darbari,,9
दरयानी,Daryani,,9
दादवानी,Dadvani,,9
दामो,Damo,,9
दिप्ती,Dipti,,9
दिलदार,Dildar,,9
दीपो,Deepo,,9
दुर्गादास,Durgadas,,9
दुलीचन्द्र,Dulichandra,,9
देवयानी,Devyani,,9
देवांशु,Devanshu,,9
देवीे,Devi,,9
देवेन्द्रकुमार,Devendra kumar,,9
देवेेन्द्र,Devendra,,9
द्रोपतीदेवी,Dropatidevi,,9
धनलक्ष्मी,Dhan lakshmi,,9
धर्माणी,Dharmani,,9
नज्जो,Najjo,,9
नत्थूराम,Natthuram,,9
नयन,Nayan,,9
नवला,Navla,,9
नवानी,Navani,,9
नवीन्द्र,Navindra,,9
नशीम,Nashim,,9
नहार,Nahar,,9
नांगिया,Nangiya,,9
नाजनीन,Najneen,,9
नासिरउददीन,Nasiruddin,,9
निकेत,Niket,,9
निदे,Nide,,9
निमल,Nimal,,9
निमार्ण,Nimarn,,9
निरंकारी,Nirankari,,9
